original_index,span,label
2486,and fuck anybody who doesn't take this shit seriously. You're,CONFLICTUAL
2489,"a naked pic of you for attention, is not',''doing' feminine",CONFLICTUAL
2490,of thinking is what encourages scumbags to keep doing what,CONFLICTUAL
2497,"vaccinated, But you are forcing us to get it, Now",CONFLICTUAL
2504,that he is a WHITE CIS MAN IN AMERICA DOES,CONFLICTUAL
2507,either you're an asshole or you're lying about your experience,CONFLICTUAL
2517,"it's in pieces, That fat cunt over there sat on",CONFLICTUAL
2523,"Pump your brakes there, Adolf. Innocent is not the same",CONFLICTUAL
2525,"@user @TMZ 'They're kneeling.. fucking niggers, I hope they lose'",CONFLICTUAL
2531,"because even if she is a loose, slutty cumdump he",CONFLICTUAL
2535,"well done, I blame you sheep for all this fuckery",CONFLICTUAL
2542,about is stopping degenerates from wasting earth's' resources.. lock them,CONFLICTUAL
2560,@cenkuygur No. You are unhinged and need help. Have reported,CONFLICTUAL
2564,code dash for 30 % on gfuel you fuckinn cornball,CONFLICTUAL
2571,them!? no you haven't you fucking dumbass i can't cross,CONFLICTUAL
2575,isn't job creating FFS. This guy is a fucking idiot.,CONFLICTUAL
2580,"to keep refreshing, launch your shit on time you clowns",CONFLICTUAL
2603,"fucking bitches, them bum bitches you fuck idolize' ~Conway The",CONFLICTUAL
2607,in on... Look at the schmuck on that horse... no,CONFLICTUAL
2617,"here, they just don't want to marry your slutty ass.",CONFLICTUAL
2618,that people with so much power can be so stupid.,CONFLICTUAL
2620,"@UN _Women Haha, the most anti-human Organisation talking about moral",CONFLICTUAL
2621,@9NewsSyd @cokeefe9 Don't they like the Russians? Is that why,CONFLICTUAL
2625,"feel, most people that use fag/gay knew the term to",CONFLICTUAL
2628,Can someone dox this man please he supports cp/rape its,CONFLICTUAL
2641,even a single class after midterm. Suck my dick profs.,CONFLICTUAL
2645,"Clinton, the biggest thief in US political history. Have a",CONFLICTUAL
2649,"@user Nah, the school board meeting group are all a",CONFLICTUAL
2656,@user How the fck you fat and have no tits,CONFLICTUAL
2657,"@nypost @washingtonpost LMAO, it's only fucktards are the ones you",CONFLICTUAL
2681,they debate you. Shut the fuck up you stupid cunt.,CONFLICTUAL
2685,think so. Just stop your virtue signaling is nauseating. 🙄,CONFLICTUAL
2690,mess your president made. Calm your titties ma ' am.,CONFLICTUAL
2698,@user michael is a whore you can do better than,CONFLICTUAL
2705,@user So a black retard?,CONFLICTUAL
2713,@user @user @user India is democratic dumbass everyone has right,CONFLICTUAL
2721,someone could tweet 'I'm' gon na commit' and you'll' never,CONFLICTUAL
2724,"larger numbers of selfish, self interested numpties both within the",CONFLICTUAL
2725,theybmy dudes foreal hahahah stay mad 'best butterfly in bjj',CONFLICTUAL
2726,he wanted was to attend school unmasked. Now he's disabled.,CONFLICTUAL
2730,instead of holding the perpetrator accountable is a patriarchal idea.,CONFLICTUAL
2735,Pros: Keeps the spandex wussies off the back roads Cons:,CONFLICTUAL
2737,allegation and now that thing? fucking hope he gets shot.,CONFLICTUAL
2742,company is relying on retailers… @jypnation are you not ashamed?,CONFLICTUAL
2747,survive the trial. As long as @HillaryClinton is around the,CONFLICTUAL
2759,that makes sense. 'My transphobic parents and the transphobic medical,CONFLICTUAL
2765,@brgridiron @AdamSchefter Can't quit the drugs either,CONFLICTUAL
2773,"and mock Joe Rogan that's cool, btw aren't you suicidal?",CONFLICTUAL
2782,@NicolaSturgeon And displaying a distinct lack of respect. A wee,CONFLICTUAL
2783,@BTS_twt I'm' a piece of scum any fucking ways I,CONFLICTUAL
2805,"amalgamation of overly PC peeps, racist fucks, anti fanservice peeps,",CONFLICTUAL
2808,gun to a riot and shooting people down who are,CONFLICTUAL
2821,@user @user better than pisstat bitchstat shitstat lesthot and every,CONFLICTUAL
2834,Kazan saying 'Kevin saber is the stupidest moron on Earth.',CONFLICTUAL
2837,a Marine I hate people like you who think everything,CONFLICTUAL
2841,not news. Shouting over people is not journalism. He's an,CONFLICTUAL
2845,"losing it, it WAS TEMPORARY. Pensioners did' n't' get £20",CONFLICTUAL
2853,afford the fucking doorknob. Bunch of fucking TV production morons.,CONFLICTUAL
2858,6th Jan speech? Oh... no one was interested! What did,CONFLICTUAL
2864,of the majority. so speak for yourself u lil bitch,CONFLICTUAL
2869,are now the Political armpit of POLITICS. People like Hawley,CONFLICTUAL
2871,i would start black history month with: 'The Emancipation Proclimation:,CONFLICTUAL
2882,"to save our planet, not pollute it even more. BTS",CONFLICTUAL
2886,others called just 'look at this stupid motherfucker right here.',CONFLICTUAL
2898,I have found a new level. Bring on the revolt!,CONFLICTUAL
2913,coz that shit mad stressful and people are fucking retards,CONFLICTUAL
2922,barely on the verge of downs syndrome and a full,CONFLICTUAL
2925,"right ahead, but this is a fucking dumbass complaint 😭",CONFLICTUAL
2929,"@DonaldJTrumpJr You're daddy is sick Junior, physically, and mentally.",CONFLICTUAL
2932,"the 21st century. You guys, are scum, each and every",CONFLICTUAL
2938,I'm' pretty sure voting doesn't matter anyway. Congress wo' n't',CONFLICTUAL
2949,"it as such, and stop Bowing down to backwards cultures",CONFLICTUAL
2962,"'allowed','''' by 'The Party.','''' This is fascism, this is communism.",CONFLICTUAL
2978,"You're more than a cum dumpster, incubator. You're a woman,",CONFLICTUAL
2987,about suffering and like their suffering means nothing to others.,CONFLICTUAL
2992,It's a fact that Mental health affects way too much,CONFLICTUAL
2995,Maybe the Egyptians bad every right to call us niggers,CONFLICTUAL
3001,I heard Russ was so depressed that after the game,CONFLICTUAL
3003,dirty NC senator? Oh not doing one. Makes sense scumbags,CONFLICTUAL
3014,@user @user He's' a proper little gobshite is' n't' he,CONFLICTUAL
3015,"must ask, when has that utter cuntbubble EVER done politics",CONFLICTUAL
3021,??? Who the fuxk would buy your shitty figures for,CONFLICTUAL
3023,the DOJ or FBI or CIA are framing and extorting.,CONFLICTUAL
3029,Either way it'll be great seeing you go to prison,CONFLICTUAL
3034,you really should keep your little mouth shut. You have,CONFLICTUAL
3048,"@GMB @GNev2 Another fucking imbecile talking shit, sooner or later",CONFLICTUAL
3053,@user where is this asshole. I just want to talk.,CONFLICTUAL
3057,address problem for whole of country you pretentious greasy prick,CONFLICTUAL
3061,never had to whore himself on a fake news network.,CONFLICTUAL
3062,even funny! It just shows that she was a dick!,CONFLICTUAL
3066,"so than the place itself. Reeks of self-importance, envy and…projection.",CONFLICTUAL
3074,do they call you in South Bermondsey?' 'Useless fucking shitcunt',CONFLICTUAL
3084,"who spammed you with the nword a nigga pass, you",CONFLICTUAL
3086,@SenTedCruz Biden isn't insane! He's a bastard anti America.,CONFLICTUAL
3087,It's the fat little cunts fault. Pity he isn't dead.,CONFLICTUAL
3093,"bullshit, nobody is redeeming this motherfucker, we're on a highway",CONFLICTUAL
3094,one of those ignorant twatwaffles spreading lies and misinformation. She,CONFLICTUAL
3097,@user @user Brighton has no shortage of little pricks,CONFLICTUAL
3105,@user @user what has ariana that was so problematic? and,CONFLICTUAL
3110,"is something really wrong with him, both physically and mentally!",CONFLICTUAL
3112,SUM? shut up i fucking h8 men they're fucking stupid,CONFLICTUAL
3114,"one of our own, make her suicidal, run her out",CONFLICTUAL
3127,@user Marshal is ugly imagine if you saw a white,CONFLICTUAL
3129,"bag, I've only joined to agg a few covidiots I've",CONFLICTUAL
3134,Where was he then when his wife was having these,CONFLICTUAL
3144,femdom ebony ohio finD beta cuck sissy slave white bitch,CONFLICTUAL
3159,@user Does the maid have big titties?,CONFLICTUAL
3163,INC needs vaccine immediately to survive probably a Chinese on😉.,CONFLICTUAL
3171,"that you're actually dumb enough to miss this, so fuck",CONFLICTUAL
3178,time to go prance around like a bunch of cunts!,CONFLICTUAL
3185,is in his Scientology church and praying to the devil,CONFLICTUAL
3189,second she said I'm not dumb. I'm a lawyer. I,CONFLICTUAL
3190,to not be a racist twat if you do take,CONFLICTUAL
3201,"forever now - a skeevey, slimy, dirty, bunch of scumbags.",CONFLICTUAL
3204,"of wages, & your crooked whore hopping corporate controlled party",CONFLICTUAL
3205,lmaoooooo. He looks like a toddler that just fell and,CONFLICTUAL
3211,Now the same mf saying let's bring back Trues cause,CONFLICTUAL
3215,"any gap because our leaders are not resourceful. 2, are",CONFLICTUAL
3216,Bill was an appalling piece of authoritarian shit they couldn't,CONFLICTUAL
3225,@RealCandaceO OJ was guilty and so is Kyle Rittenhouse.,CONFLICTUAL
3235,@PeterHamby @HBO Dont ever book that Kmele Foster douchebag on,CONFLICTUAL
3244,@PeteBlackburn That's why I fucked yo bitch you fat mothafucka,CONFLICTUAL
3249,"@user @user This is literally science, you dolt.",CONFLICTUAL
3250,deadnaming and guilt tripping i cant stand being around them,CONFLICTUAL
3255,blame. But I doubt the commies can be violent and,CONFLICTUAL
3265,is broken. And I wish people like that the worst.,CONFLICTUAL
3267,humble himself and them young niggas. He had the 1,CONFLICTUAL
3269,"(puppet power) you assholes keep fucking with people's emotions, makes",CONFLICTUAL
3273,The person single handed drove SBC into the ground at,CONFLICTUAL
3280,about him. He runs away like the bitch he's 🤪🤣,CONFLICTUAL
3290,votes are a waste of fuckin time noconfidencemotion imagine a,CONFLICTUAL
3291,got one bunch of civil service halfwits tell us to,CONFLICTUAL
3300,"true, you may not be the best judge of character.",CONFLICTUAL
3304,"the 'stolen election',''''. What a bunch of sore fucking losers.",CONFLICTUAL
3309,ass WEB in the middle of your muthafuckin WALKWAY??? Asshole,CONFLICTUAL
3313,the ignorant perceptions of the perpetually racist sons of bitches,CONFLICTUAL
3314,making me 'suicidal' nobody does Jack shit. If I say,CONFLICTUAL
3318,"so proud of is Capitol Police issue? See ya, dumbass!",CONFLICTUAL
3323,that The MET are corrupt right across the board. Same,CONFLICTUAL
3324,"country, just shut the hell up, you cowardly little prick.",CONFLICTUAL
3325,the @user has their heads permanently implanted in Trump's' asshole.,CONFLICTUAL
3331,Ughhhh damn these old ass 'I don't like change' folks,CONFLICTUAL
3336,said was amazing and signed. You lot are fucking idiots.,CONFLICTUAL
3337,(tomboy) were arrested yesterday. A police (in the photo) threatened,CONFLICTUAL
3348,"want them all to die. You poor, miserable little cunt.",CONFLICTUAL
3351,You are nothing more than a bunch of scumbags!! Killers!,CONFLICTUAL
3359,carriers aren't necessarily equal to 'lowlifes' or 'loons.' No more,CONFLICTUAL
3364,open. just posted a sussy tweet on my secret ma1ntwt,CONFLICTUAL
3371,these images about gay people being slutty murderers thats censorship,CONFLICTUAL
3378,spreading covid by allowing illegal aliens to come into the,CONFLICTUAL
3379,something to discuss that doesn't equate to corruption & cronyism.,CONFLICTUAL
3381,to all of you boys-not men- boys who like to,CONFLICTUAL
3386,"recent (ish) past were utter pricks on the field, sooks",CONFLICTUAL
3396,sick. men think they have the right to women's bodies,CONFLICTUAL
3397,"Trump and people like you are guilty of war crimes,",CONFLICTUAL
3416,he don't give a damn if shawty know jigga lmao,CONFLICTUAL
3436,"is, Scotland is a country populated with yes voting fucktards,",CONFLICTUAL
3437,@user Guys a tosspot. I've got him blocked but yet,CONFLICTUAL
3447,"description 'Who da fuck said I was a commie?','''' Personally",CONFLICTUAL
3475,Obnoxious douche bag car noise in Newport Beach is worse,CONFLICTUAL
3476,"freedom fighters against a vastly overwhelming force of utter bastards,",CONFLICTUAL
3478,a detail. A typical Democratic Hippocrite. He belongs in prison!,CONFLICTUAL
3479,why do dems cannabalize their own party - Al Franken,CONFLICTUAL
3482,account displays disordered eating—stop with daily eating menus—and manic exercise.,CONFLICTUAL
3504,keep complying with what the gov wants and says are,CONFLICTUAL
3518,are always harassing women completely out of thier league &,CONFLICTUAL
3520,boys' …i'm never beating those white mans whore allegations i,CONFLICTUAL
3524,fields in front of left-leaning people because of all the,CONFLICTUAL
3545,"Sooner these gimps realise Klopp knows better, the better ✌🏻",CONFLICTUAL
3546,It's some ultra losers on this planet I tell you.,CONFLICTUAL
3569,You wan na be emotionally manipulated??? You want your therapist,CONFLICTUAL
3580,@PhilipRucker @ChrisCoonsforDE A bunch of scumbags communist Chinese domestic terrorist!,CONFLICTUAL
3582,undermining vaccination with a load of idiotic hard left cranks.,CONFLICTUAL
3586,hope one of those streaming twats was looking at their,CONFLICTUAL
3602,"my belly button this morning, it was red, commie bastard.",CONFLICTUAL
3606,@user You're a coomer lmao I'm not going to do,CONFLICTUAL
3614,"QB, but this nigga here is an issue this year!",CONFLICTUAL
3634,Dolidze making himself look like a complete dickhead celebrating before,CONFLICTUAL
3636,started it! Stop being such pussys and scream it from,CONFLICTUAL
3645,rest that their already biased commentators tend to get a,CONFLICTUAL
3653,This stankety stank ass trick also loves getting information on,CONFLICTUAL
3663,"they truly are. 'Negro children are like cockroaches, once you",CONFLICTUAL
3666,"do anything. These people are idiots and assholes, but let's",CONFLICTUAL
3668,I think he's a pompous prick but I'm with him,CONFLICTUAL
3683,"the libs' as the dumbest, most ineffectual suicide bomber ever.",CONFLICTUAL
3684,that doesn't scream needy whore to your tiny dicks? 🤬🤬🤬,CONFLICTUAL
3687,If you are violent towards a shop worker or bus,CONFLICTUAL
3695,@atrupar You must be suicidal to vote republican,CONFLICTUAL
3697,Biden. And all you bellends won't say a damn thing,CONFLICTUAL
3700,not my mom guilt tripping her kids when she could,CONFLICTUAL
3708,much is clear. These rich fuckers don't like prison!! ToryBrexitDisaster,CONFLICTUAL
3713,"nobody win the title, stay mad Max and Lewis dicksuckers.",CONFLICTUAL
3714,@Nigel_Farage Ur a posh twat!!!! But I'm too drunk do,CONFLICTUAL
3728,the royal family have been racist against Megan Merkel &,CONFLICTUAL
3731,@LilNasX You are worst than the government. Lame ass nigga,CONFLICTUAL
3732,to everyone about some classless ahole being mean to him?!...,CONFLICTUAL
3734,to life than followers. Get off the internet. Go do,CONFLICTUAL
3735,start talking I don't shut up and it's like... why,CONFLICTUAL
